"[108.0, 482295664105257635244, 55.0]",883244.0518912586
"[124.0, 15678586769205064, 56.0]",60729.192313098014
"[109.0, 152950744495311148, 44.0]",63802.164764200985
"[111.0, 9328028036839180, 61.0]",55035.17486963664
"[140.0, 82416569259998700, 47.0]",45776.826488270905
"[117.0, 72285621800316, 54.0]",32478.25901470312
"[118.0, 1830661066754362076, 62.0]",103243.25297436824
"[105.0, 94965080043228, 57.0]",105121.35958679745
"[105.0, 614551040604950, 53.0]",90559.09033387709
"[124.0, 546751718578996724, 60.0]",98905.9322457227
"[119.0, 71999682632856056, 56.0]",413977.4849599205
"[119.0, 224888010002687500, 59.0]",161656.086889241
"[127.0, 676284116941572932084, 59.0]",142674.12292718922
"[109.0, 345097365234451776, 52.0]",179431.5015549863
"[127.0, 25742209669900, 60.0]",14830.462947868165
"[112.0, 19242184834538397696, 56.0]",558124.7078898511
"[136.0, 427090436042415836, 51.0]",123484.90108565477
"[119.0, 86027825454646180, 54.0]",19013.6596032686
"[109.0, 515907644791936, 56.0]",36637.41357741563
"[125.0, 141455869596739059712, 58.0]",1000000.0
"[111.0, 5042027149999223, 54.0]",145124.72969190698
"[117.0, 744211665616790, 52.0]",49370.646530620346
"[139.0, 467697036229852428, 48.0]",422827.9073267343
"[147.0, 874217814162528512, 57.0]",96728.10609654433
"[142.0, 318894543489002892, 53.0]",56879.358731751185
"[117.0, 333856672805752372, 53.0]",27115.912844371258
"[132.0, 181677791327365495783424, 52.0]",1000000.0
"[129.0, 1307151968402664180, 46.0]",296667.0661178149
"[114.0, 885525747983048, 50.0]",61787.75489159193
"[115.0, 75685236533648, 50.0]",140200.07501695974
"[111.0, 52744283326351672, 55.0]",1000000.0
"[128.0, 6611559351612364, 56.0]",121852.71448477199
"[108.0, 5148614892411326464, 47.0]",1000000.0
"[154.0, 471517259536382644, 52.0]",106709.89731763021
"[149.0, 1086180236581164684, 58.0]",96676.3652708193
"[132.0, 4312760018910446618076, 52.0]",118930.53544234153
"[119.0, 296745542746143836, 53.0]",269236.68512095034
"[134.0, 616174263934769451499520, 51.0]",533633.3286610128
"[121.0, 358607500135659252, 51.0]",634496.7995043717
"[115.0, 2090223505585292, 54.0]",29572.783646424272
"[140.0, 1410022579679449844, 49.0]",127170.03251143385
"[111.0, 1388175866574567680, 52.0]",78379.18010295166
"[119.0, 7020484187185235, 60.0]",51776.93297175902
"[137.0, 3217319466211964916, 52.0]",90880.37695875215
"[112.0, 76467901491769340, 50.0]",16850.687739146284
"[112.0, 24997709604310626304, 54.0]",171350.46772041044
"[111.0, 142955080175695324, 58.0]",327888.38977861364
"[135.0, 15208948963852188385780, 53.0]",104992.02790160976
"[141.0, 326760934854332, 49.0]",120789.59826473866
"[134.0, 1191596442012117980, 58.0]",344808.8517030069
"[122.0, 979655002853761744896, 57.0]",136491.22551505666
"[124.0, 685186236781717760, 47.0]",310829.27765395027
"[105.0, 946933815130532340, 53.0]",194586.6457246885
"[151.0, 4347828677857388, 55.0]",15189.724242480836
"[118.0, 1945941090915887872, 55.0]",707311.1860442536
"[117.0, 58811434845220252, 55.0]",96618.85971351166
"[105.0, 104252898365128, 53.0]",307581.8132638367
"[134.0, 28116043217858060, 49.0]",49369.38372246074
"[120.0, 9544855234601472, 62.0]",41917.94194493471
"[144.0, 290767081522576, 56.0]",67111.27336432898
"[147.0, 134960727535741190644, 53.0]",23410.656067128337
"[128.0, 1403203832900315380, 55.0]",92365.10680833431
"[108.0, 183566777851006292, 53.0]",78429.59851283501
"[100.0, 1902785942089, 55.0]",27381.389486691067
"[134.0, 3383002859882075136, 55.0]",612268.5542961422
"[114.0, 13797086254243699188, 49.0]",48180.323748569295
"[118.0, 6113764421702387164, 59.0]",101050.92336913421
"[102.0, 12141031100282528, 61.0]",359395.0366360395
"[112.0, 20639360625773707764, 47.0]",72825.12545434322
"[121.0, 1114231718507050212265388, 57.0]",148075.53224808487
"[134.0, 13425291520918928524, 59.0]",498363.4445711784
"[106.0, 253318728051590624, 63.0]",110675.63795580974
"[124.0, 29099919557978312, 52.0]",48905.71046506942
"[119.0, 139560425256930, 46.0]",1000000.0
"[114.0, 15941696791612532, 52.0]",73555.77136754611
"[128.0, 6951697943488183296, 54.0]",155269.44092988287
"[111.0, 3631726365479288796, 58.0]",79460.9914168185
"[116.0, 54109232147372539904, 60.0]",184867.99857155653
"[113.0, 103212882429480076764, 67.0]",231957.0713941967
"[129.0, 810835029303121396, 52.0]",291715.2820562986
"[116.0, 4691275655827228724652, 59.0]",160741.43681934613
"[125.0, 87680927688893376, 59.0]",128175.59919901469
"[117.0, 33132758824710, 52.0]",44803.58385639441
"[118.0, 11005666420945300, 42.0]",19517.938198397896
"[130.0, 173994579418114496, 56.0]",50124.54654800968
"[121.0, 664582780461568140, 57.0]",58563.13811178247
"[107.0, 87744378146490, 54.0]",40324.727599565216
"[103.0, 142939364620427364, 51.0]",254551.57535989763
"[122.0, 27226161026251124, 60.0]",38493.83011521764
"[128.0, 2494925100262349452, 54.0]",27814.182165554288
"[122.0, 217928456594102554028, 60.0]",235700.48666371786
"[113.0, 30814950605352514036, 55.0]",86923.22489302479
"[112.0, 1359457744803910644, 58.0]",50918.20112435448
"[120.0, 218314313204449268, 50.0]",48368.604597374615
"[132.0, 7623413094696515584, 48.0]",53633.81371318936
"[114.0, 502409274506372455756, 59.0]",227609.34644102692
"[117.0, 2758827322117260, 58.0]",15263.951508072761
"[116.0, 341204885924285504, 59.0]",48692.74345834382
"[131.0, 8463754421515898, 46.0]",76225.56165638161
"[98.0, 3720293060108, 54.0]",26508.073668071444
"[124.0, 13028839988148059612, 58.0]",57403.550011565625
"[125.0, 688176942939557632, 50.0]",1000000.0
"[122.0, 632494189640000, 62.0]",15811.949794102395
"[97.0, 1734106456924, 54.0]",25142.473298141384
"[124.0, 22011365706374954316, 53.0]",1000000.0
"[116.0, 19168078542116684, 53.0]",79539.80064778391
"[113.0, 28958815425918368, 60.0]",106276.66913190109
"[133.0, 1960777897328851666256010572, 59.0]",211225.08865475364
"[138.0, 57768709342846521443804, 49.0]",1000000.0
"[92.0, 79359762903324, 52.0]",17897.399132358627
"[125.0, 13284136854223, 54.0]",46077.84854346194
"[125.0, 2266112186103174656, 62.0]",65330.090954194435
"[90.0, 43855732705015373132, 56.0]",122240.93298043814
"[137.0, 216994086429980, 57.0]",12606.566043820096
"[144.0, 3968671805112046783052940, 53.0]",685528.7366041449
"[141.0, 33033109026324952540, 56.0]",57665.59645390058
"[124.0, 3625422455737340334702592, 55.0]",204027.87471336545
"[127.0, 5706355268913736704, 50.0]",39534.76357489721
"[139.0, 743678306485320052, 47.0]",75229.0233680379
"[132.0, 9785849195380839900, 52.0]",138554.57469346418
"[145.0, 75252056665135372, 55.0]",66835.98450088478
"[123.0, 13928887918233446, 46.0]",60181.92675300298
"[103.0, 143134930213933351412, 54.0]",202759.15803804444
"[131.0, 2262925933370844928, 54.0]",30688.732548533713
"[125.0, 322937159899897528820, 64.0]",295865.2457453275
"[110.0, 2570030265060968, 52.0]",95209.96955041745
"[145.0, 90582708245807116, 54.0]",64944.17352275214
"[120.0, 25817667556283044, 50.0]",107239.22064724847
"[129.0, 2855037655740960473088, 49.0]",156833.4965826954
"[140.0, 95482739805991622148596, 56.0]",338181.987002907
"[132.0, 396965976021539160064, 50.0]",351261.95754462987
"[98.0, 1974727907611737420, 57.0]",55820.24485043808
"[128.0, 2593070907235292, 55.0]",58794.24261562019
"[136.0, 51702162191952304121315328, 53.0]",444188.7021226562
"[141.0, 526441956077369472, 55.0]",36378.41055256703
"[115.0, 3776999681562440, 57.0]",44292.42203974751
"[110.0, 340166327429213888, 54.0]",90561.98830493778
"[127.0, 10809785693220316, 51.0]",77712.53945790147
"[120.0, 4646323656617044, 53.0]",42749.08614379537
"[129.0, 126429600250212, 49.0]",27180.96098351281
"[85.0, 101326930396168496, 59.0]",191882.8162686264
"[106.0, 64848970867957180, 56.0]",117453.96146840218
